Student_ID,Gender,Age,Study_Hours_Per_Day,Attendance_Percentage,Previous_Exam_Score,Assignments_Completed,Sleep_Hours,Internet_Usage_Hours,Social_Media_Hours,Extra_Curricular,Family_Income,Parental_Education,Distance_From_College_km,Class_Participation,Stress_Level,Final_Exam_Score
738,Male,19,1.9,81.6,95.8,5,8.0,2.5,2.9,No,Low,Graduate,21.5,2,4,50.1
739,Female,18,1.8,61.3,54.9,7,8.3,2.9,1.8,No,Medium,Postgraduate,11.5,5,5,42.7
740,Female,22,6.3,78.5,87.3,5,4.7,6.8,3.0,No,Low,Graduate,21.3,9,10,65.6
741,Male,24,4.3,92.3,85.0,2,6.8,2.5,1.9,Yes,Medium,Postgraduate,10.4,5,1,69.4
742,Female,22,4.7,84.6,91.8,10,7.7,5.4,6.2,Yes,Low,Graduate,9.9,1,3,65.2
743,Female,22,4.0,63.4,36.4,19,6.6,5.0,3.3,No,Medium,Postgraduate,12.6,7,8,58.4
744,Male,19,0.8,96.8,49.8,16,5.0,4.0,2.3,No,High,Postgraduate,28.3,10,7,53.9
745,Male,22,2.0,98.8,82.4,4,7.5,6.5,0.8,No,Medium,High School,14.4,2,5,52.7
746,Female,17,5.4,64.0,45.8,9,4.9,2.7,1.8,No,Low,Graduate,3.9,2,4,49.1
747,Male,23,4.6,72.7,48.4,15,7.5,6.8,5.1,No,Medium,Postgraduate,22.2,2,7,49.7
748,Female,22,3.7,72.7,39.5,15,7.5,7.8,0.7,No,High,High School,18.7,10,3,64.6
749,Male,23,6.1,96.2,75.7,4,6.7,1.3,2.5,Yes,Medium,Graduate,12.2,2,6,62.4
750,Female,18,6.7,56.6,95.4,13,5.3,3.8,3.9,No,Low,High School,10.3,2,8,73.2
751,Male,24,4.8,72.3,63.6,15,7.4,5.7,3.2,No,Medium,Postgraduate,10.7,1,5,59.4
752,Female,20,4.5,71.4,84.5,13,6.9,3.7,4.9,No,Medium,High School,14.5,3,1,67.4
753,Male,21,0.8,94.1,64.0,1,8.5,5.8,2.1,Yes,Medium,Graduate,13.1,6,5,43.5
754,Male,19,3.9,68.4,37.2,3,6.1,1.3,5.3,Yes,High,Graduate,13.5,4,3,38.2
755,Male,22,2.6,98.7,78.4,7,8.6,7.3,6.6,No,Low,High School,18.7,9,10,54.5
756,Male,21,5.9,91.6,41.4,16,8.9,1.6,6.5,Yes,Medium,High School,24.0,5,7,62.8
757,Female,21,4.8,99.8,73.8,17,8.3,2.7,5.7,Yes,Medium,Postgraduate,20.5,6,10,68.8
758,Female,18,5.0,95.9,77.7,8,4.5,2.4,5.6,Yes,Low,High School,21.6,3,5,60.9
759,Male,22,2.2,82.5,80.9,19,8.2,5.1,4.6,No,Medium,Graduate,24.9,6,9,59.6
760,Female,22,1.6,93.4,66.4,17,7.6,5.7,2.2,Yes,Low,Postgraduate,29.6,1,10,52.3
761,Male,21,3.3,68.1,54.9,14,4.6,5.4,1.6,No,Low,Graduate,27.7,6,10,48.7
762,Female,23,1.5,82.3,88.5,3,6.3,2.5,1.2,No,Low,Graduate,27.1,5,3,54.9
763,Female,24,2.6,89.7,74.7,20,7.9,3.2,4.0,No,Medium,High School,27.8,7,4,73.6
764,Female,23,1.8,68.0,68.6,10,7.9,5.6,4.9,No,Low,Postgraduate,1.8,2,7,42.9
765,Female,18,2.2,82.4,66.7,2,7.2,6.1,6.6,No,Low,Postgraduate,18.4,6,10,36.4
766,Male,22,6.4,72.5,67.2,6,8.3,2.1,2.9,Yes,Medium,High School,26.9,4,3,65.4
767,Female,19,2.1,75.8,50.4,19,6.5,2.7,1.6,Yes,Medium,Postgraduate,28.9,8,9,54.8
768,Male,17,0.6,56.5,77.6,16,9.0,7.0,1.0,No,Medium,Postgraduate,2.7,7,5,55.6
769,Male,19,6.6,92.3,80.7,1,6.1,6.0,3.8,No,High,High School,21.9,8,7,72.6
770,Female,20,3.2,84.5,43.9,7,8.1,2.5,1.1,No,Medium,Graduate,21.0,2,8,44.8
771,Female,22,3.0,75.3,51.2,8,7.2,6.3,1.5,No,Medium,Postgraduate,5.6,5,1,49.8
772,Female,20,5.3,76.4,62.7,9,5.2,6.6,1.3,Yes,Low,Postgraduate,9.8,10,5,71.5
773,Female,22,4.9,66.7,80.4,16,6.3,5.3,1.6,No,Medium,Postgraduate,5.9,6,3,74.3
774,Male,20,4.4,62.9,91.5,0,7.5,1.5,2.0,No,Medium,Graduate,17.5,4,4,52.3
775,Female,18,5.3,55.5,82.0,16,8.5,6.2,2.9,No,High,Postgraduate,25.6,1,7,64.4
776,Female,19,4.5,58.6,85.3,14,7.1,2.7,2.2,Yes,High,Graduate,17.0,3,4,62.4
777,Female,24,1.2,63.6,87.3,2,8.6,1.9,2.5,Yes,High,High School,10.2,4,4,40.6
778,Male,23,5.3,63.8,42.3,2,6.6,1.7,4.3,Yes,High,Graduate,23.5,10,8,48.4
779,Female,24,2.0,91.3,73.7,14,9.0,2.8,3.1,No,High,Graduate,8.7,5,8,56.6
780,Female,24,4.5,70.4,77.7,16,5.9,4.1,6.9,Yes,Low,High School,23.1,3,8,55.6
781,Female,22,5.5,59.3,89.3,10,7.4,4.8,1.7,No,Low,Postgraduate,9.7,2,4,62.9
782,Female,24,5.1,80.7,44.7,5,5.4,3.8,1.6,No,High,Graduate,7.6,3,10,47.1
783,Female,23,2.5,97.0,87.6,11,5.2,3.3,2.8,Yes,Medium,High School,29.1,6,8,58.6
784,Male,22,3.2,91.2,96.4,8,4.6,5.9,1.9,No,Medium,Graduate,17.2,5,5,67.0
785,Female,17,6.0,90.9,73.9,14,8.4,1.7,2.1,No,High,Postgraduate,15.1,6,8,77.7
786,Male,18,2.6,82.3,58.6,3,4.8,3.4,4.0,No,High,Graduate,24.9,8,5,44.4
787,Female,17,7.1,81.5,71.2,17,4.9,2.7,4.2,Yes,Low,Postgraduate,21.6,5,9,75.4
788,Male,21,2.9,93.4,92.0,14,7.9,2.5,2.6,No,High,Postgraduate,28.0,4,8,62.0
789,Female,17,1.6,83.9,61.9,15,8.1,6.8,0.9,No,High,Graduate,9.2,9,6,52.0
790,Female,20,3.0,58.0,39.8,2,8.9,6.5,4.0,Yes,High,Graduate,24.7,9,2,45.3
791,Female,17,4.0,95.0,97.6,4,7.4,1.5,4.7,No,High,Graduate,1.2,6,8,63.0
792,Male,22,6.7,55.8,49.2,13,5.2,7.0,4.3,Yes,Low,High School,7.0,6,9,60.0
793,Male,20,1.9,56.2,72.9,1,8.0,4.8,6.7,No,Low,Graduate,29.7,6,6,42.4
794,Male,23,2.2,96.4,83.7,0,5.1,7.3,3.4,Yes,Medium,Graduate,12.6,7,1,56.4
795,Male,18,2.0,72.1,86.3,2,8.9,4.5,4.3,No,High,Postgraduate,11.4,9,2,52.4
796,Female,23,8.0,73.7,48.3,2,8.1,3.5,2.2,No,Low,Graduate,11.5,2,8,51.0
797,Female,22,2.8,57.9,94.6,20,5.9,8.0,1.0,Yes,Low,High School,6.1,7,8,61.4
798,Male,23,0.6,78.3,43.8,15,7.9,1.4,5.7,Yes,Low,Postgraduate,29.0,5,6,41.8
799,Female,22,6.1,91.5,46.4,3,8.0,1.2,1.8,Yes,Low,Graduate,1.8,7,6,63.7
800,Male,22,4.0,88.1,44.1,13,4.7,3.6,4.4,Yes,Low,Graduate,29.7,9,3,59.7
801,Female,19,1.3,76.4,97.0,17,6.5,7.0,5.8,No,High,Postgraduate,11.6,1,5,55.9
802,Male,23,5.1,87.2,65.1,18,5.4,2.5,1.3,No,High,High School,8.2,3,4,72.2
803,Female,19,2.4,87.9,54.0,14,7.5,4.6,4.3,Yes,High,Graduate,19.3,5,3,54.4
804,Female,22,6.5,99.1,35.9,20,4.7,6.6,1.6,Yes,High,Postgraduate,12.8,6,1,79.2
805,Male,21,7.9,75.4,51.6,14,5.0,3.0,5.5,No,Medium,Postgraduate,14.2,6,6,77.8
806,Female,18,1.2,93.5,83.1,8,4.8,3.6,4.7,Yes,High,Postgraduate,9.6,9,3,54.6
807,Male,17,7.0,68.8,62.5,2,8.8,7.8,1.7,Yes,High,Postgraduate,11.3,9,4,63.9
808,Male,19,5.0,61.8,89.2,16,4.7,4.7,4.0,Yes,High,High School,16.7,9,3,76.9
809,Female,22,7.7,74.1,47.7,1,8.8,7.6,2.4,Yes,High,Graduate,1.0,9,7,67.0
810,Male,20,2.4,80.0,54.6,19,7.2,1.5,5.4,No,Low,Postgraduate,13.2,3,3,56.0
811,Male,20,4.9,66.2,57.1,7,8.8,2.9,6.3,No,Low,Postgraduate,9.0,2,10,49.0
812,Female,19,3.0,83.7,67.8,16,5.0,5.4,3.6,Yes,High,Graduate,26.4,8,5,67.9
813,Male,18,7.6,56.8,87.8,8,5.0,4.3,4.3,No,Low,Postgraduate,15.3,8,5,74.6
814,Female,23,5.8,74.5,38.6,3,8.4,3.0,5.2,No,Medium,High School,1.4,5,5,52.3
815,Female,23,5.8,76.8,71.9,7,7.2,5.7,1.2,Yes,High,High School,18.1,8,9,65.4
816,Male,22,6.5,97.9,71.3,3,8.9,2.7,4.3,No,Medium,Postgraduate,26.0,10,7,74.8
817,Female,17,0.8,72.9,85.7,13,7.5,1.2,4.2,No,Medium,Graduate,24.7,1,6,42.6
818,Female,23,3.1,98.8,50.7,14,8.0,3.3,5.0,No,Low,Graduate,25.8,5,3,56.7
819,Female,19,3.0,82.7,81.6,7,5.9,3.1,6.4,No,Low,Graduate,25.8,2,7,47.8
820,Female,19,4.1,70.2,62.6,11,7.9,7.7,2.6,No,High,Postgraduate,3.2,2,4,56.1
821,Female,18,1.2,87.0,92.6,12,8.3,2.0,2.7,No,High,Postgraduate,29.2,6,7,53.3
822,Male,20,2.9,65.1,87.0,7,7.0,5.7,2.3,Yes,Medium,Postgraduate,24.5,8,4,63.1
823,Female,23,1.6,68.4,95.8,19,6.7,4.1,4.1,No,High,Graduate,24.3,10,4,69.6
824,Male,19,2.5,71.7,91.7,7,5.9,3.5,6.7,Yes,High,Postgraduate,14.8,3,6,54.1
825,Male,24,2.9,91.3,73.1,11,7.7,5.5,4.1,No,Medium,Postgraduate,13.6,4,8,52.6
826,Male,21,7.6,62.7,70.3,17,7.4,7.3,3.6,No,High,High School,21.7,3,2,81.4
827,Female,19,4.2,86.7,94.4,12,5.5,4.2,4.0,No,Low,Postgraduate,2.5,5,6,67.2
828,Male,19,6.2,81.4,83.8,2,7.3,4.7,5.2,Yes,High,Graduate,22.1,4,4,70.3
829,Female,19,3.0,59.2,60.4,12,8.1,3.7,3.6,No,Medium,Graduate,3.6,6,3,50.8
830,Male,17,2.5,64.0,57.1,20,7.3,3.4,5.4,No,Low,High School,1.1,9,5,55.5
831,Female,19,7.9,55.6,55.6,9,4.6,7.3,4.2,Yes,Medium,High School,26.3,2,3,61.8
832,Male,18,7.3,82.0,71.2,14,7.7,7.2,1.7,No,Medium,High School,11.1,3,8,68.1
833,Female,24,1.9,78.3,91.7,15,5.4,2.1,4.5,Yes,High,Postgraduate,2.9,6,8,63.5
834,Male,22,2.3,61.4,95.5,15,5.3,3.8,2.8,No,High,Postgraduate,6.8,8,10,55.3
835,Female,23,2.9,75.2,47.5,20,6.4,4.0,1.0,No,Medium,Graduate,23.4,1,8,45.5
836,Male,17,5.7,78.7,37.6,2,5.9,5.1,6.4,Yes,Medium,Graduate,6.5,9,3,57.7
837,Male,24,7.7,57.4,87.0,13,7.8,4.7,1.7,Yes,Low,Postgraduate,10.3,6,1,88.9
838,Male,22,5.9,77.3,71.0,19,4.6,7.5,1.8,Yes,Medium,High School,11.8,2,5,66.7
839,Female,23,6.8,57.0,43.9,7,7.3,2.8,6.5,Yes,Medium,Graduate,11.9,10,5,59.2
840,Male,18,6.8,63.5,84.1,8,7.2,5.4,3.1,Yes,Low,High School,27.2,8,3,78.7
841,Female,18,4.2,63.3,55.6,8,8.8,6.0,5.0,Yes,Medium,High School,28.6,5,9,45.1
842,Male,20,4.7,77.4,43.0,1,6.6,1.8,2.0,No,High,Graduate,13.7,7,3,47.5
843,Male,22,1.6,81.9,37.6,16,8.0,2.3,1.9,No,Low,Graduate,14.4,6,1,53.2
844,Female,18,7.3,57.5,58.9,9,6.8,2.6,4.6,Yes,High,Postgraduate,9.3,6,8,58.8
845,Female,22,1.7,79.6,55.0,3,7.6,3.9,4.0,Yes,Low,High School,20.8,10,3,50.5
846,Male,24,0.5,55.2,38.7,12,8.0,1.8,2.0,No,Medium,Postgraduate,18.9,1,10,24.3
847,Female,20,3.9,88.7,78.0,19,5.6,7.9,4.6,Yes,Medium,Postgraduate,22.2,8,3,76.7
848,Male,23,7.7,72.5,51.2,5,6.2,1.1,5.7,Yes,High,Graduate,7.0,3,1,65.1
849,Male,20,3.5,94.8,64.0,14,6.5,3.7,2.9,Yes,High,High School,17.5,6,7,58.1
850,Male,23,7.6,87.8,84.4,11,8.6,4.8,5.5,Yes,Medium,High School,16.7,7,6,83.4
851,Female,19,3.9,95.7,95.2,19,6.4,2.4,2.7,No,Low,Postgraduate,7.0,3,7,77.6
852,Female,20,4.8,62.8,97.0,18,8.0,5.5,4.2,Yes,Medium,Graduate,18.7,4,3,75.3
853,Male,22,6.2,78.9,74.6,1,7.5,6.5,1.1,No,Low,Postgraduate,5.4,1,1,60.4
854,Male,19,2.1,92.8,57.9,10,7.1,6.8,3.6,Yes,Medium,High School,16.4,3,5,46.9
855,Male,24,5.1,62.1,69.8,15,7.6,3.0,6.0,Yes,Low,High School,26.5,4,2,68.5
856,Male,24,4.0,76.5,83.3,18,7.6,6.7,6.6,No,Medium,High School,26.7,10,10,66.1
857,Male,22,1.0,61.1,53.9,12,8.6,1.8,6.6,No,Low,Postgraduate,26.8,4,6,35.4
858,Male,17,3.6,62.6,88.6,6,6.8,7.9,6.4,Yes,High,Graduate,8.6,1,8,45.5
859,Male,21,8.0,70.2,52.2,14,7.5,3.3,0.7,No,Low,Graduate,12.0,10,1,86.7
860,Male,22,0.8,85.2,78.9,10,6.2,4.6,7.0,No,High,High School,15.2,7,7,50.5
861,Male,20,2.5,96.1,92.9,2,8.1,7.4,6.1,Yes,Low,Graduate,2.9,2,1,58.5
862,Female,22,4.8,65.7,40.5,2,4.5,1.1,5.7,Yes,High,High School,2.6,10,2,49.3
863,Male,23,1.5,96.3,93.4,5,4.9,7.7,0.5,No,High,Postgraduate,6.6,4,4,49.6
864,Male,18,6.6,86.9,66.2,5,6.6,6.1,4.3,Yes,Low,Graduate,5.2,1,8,55.4
865,Female,23,4.6,98.8,79.1,2,5.3,6.9,5.4,No,Low,Graduate,8.3,4,3,60.3
866,Male,23,3.1,65.8,35.4,8,5.8,2.1,0.9,Yes,High,Postgraduate,13.9,8,6,49.0
867,Female,24,7.8,85.4,55.1,11,7.6,5.2,6.7,No,High,Graduate,11.7,10,5,80.3
868,Female,23,2.8,77.0,69.4,6,5.5,2.2,5.0,No,Medium,Graduate,5.4,7,8,53.2
869,Female,19,6.0,72.4,94.8,4,8.0,3.7,6.2,Yes,High,High School,7.3,3,7,61.4
870,Female,24,0.6,76.3,52.1,6,4.6,3.7,2.5,No,Medium,High School,15.1,9,5,37.9
871,Female,24,5.5,70.9,41.7,10,7.7,5.3,1.4,Yes,Medium,Postgraduate,5.6,9,8,61.6
872,Female,18,5.2,85.8,62.0,3,7.2,4.7,2.7,Yes,Medium,Graduate,13.1,6,3,59.9
873,Female,20,2.1,69.7,49.7,10,7.4,7.3,3.6,Yes,Medium,Postgraduate,17.6,5,9,38.8
874,Male,22,7.3,86.9,73.4,7,6.7,4.3,0.6,Yes,High,Graduate,14.4,9,2,80.6
875,Male,24,7.3,97.6,80.9,2,6.5,6.4,5.6,Yes,Low,Postgraduate,1.1,5,3,72.9
876,Male,18,3.2,82.9,70.4,8,8.8,4.4,2.5,No,High,High School,22.3,9,4,64.9
877,Male,17,2.0,90.9,52.8,12,6.4,6.7,0.6,No,Low,Graduate,14.5,5,4,48.4
878,Female,21,7.3,61.6,74.4,17,5.2,4.1,2.5,Yes,High,High School,10.4,5,8,72.5
879,Female,23,0.6,57.4,55.6,15,6.2,3.2,5.2,Yes,Medium,Postgraduate,25.2,9,1,52.1
880,Male,19,0.8,67.7,70.6,18,4.7,4.6,5.2,Yes,Low,Postgraduate,5.7,3,8,40.3
881,Female,23,5.9,59.1,57.7,11,6.0,3.9,5.4,Yes,High,High School,24.6,8,7,62.8
882,Male,24,3.9,60.2,92.4,8,5.5,1.4,4.9,Yes,Low,High School,23.0,1,1,61.2
883,Female,17,7.6,97.9,43.7,10,6.0,6.3,4.9,No,High,High School,2.2,1,9,64.1
884,Male,17,4.9,64.4,71.7,0,6.1,1.6,6.2,No,Medium,Postgraduate,11.9,9,3,57.2
885,Female,23,3.4,92.6,82.5,8,6.0,3.3,2.2,Yes,Low,High School,2.2,2,5,57.7
886,Female,24,6.5,88.4,90.1,6,7.9,6.1,2.4,Yes,High,Postgraduate,7.7,4,10,70.8
887,Female,22,7.2,93.0,48.7,0,5.9,2.5,1.7,No,Medium,Postgraduate,22.9,6,4,63.4
888,Male,21,7.4,76.6,72.6,7,4.8,1.8,0.5,Yes,Medium,Graduate,12.1,1,10,56.5
889,Male,21,4.8,62.2,38.4,6,7.4,7.8,5.3,Yes,Low,Graduate,5.1,6,2,49.4
890,Male,18,3.9,97.0,96.9,6,5.0,5.5,6.7,Yes,Medium,Postgraduate,21.2,1,8,53.1
891,Female,24,2.5,56.0,70.5,2,7.8,2.1,0.9,No,Low,High School,17.7,7,1,44.8
892,Male,20,0.8,57.8,83.5,8,7.7,6.0,1.8,No,Low,Postgraduate,2.3,5,1,51.0
893,Female,24,4.7,93.6,70.2,15,8.1,6.0,5.3,No,High,High School,11.8,5,6,64.1
894,Female,21,7.3,87.7,69.1,10,7.8,3.4,1.6,Yes,High,Graduate,20.6,7,6,76.3
895,Male,17,3.6,98.3,40.4,8,8.5,3.3,2.8,No,High,Postgraduate,5.2,8,8,54.7
896,Male,17,3.1,83.5,81.9,18,5.1,6.7,1.8,Yes,High,High School,8.4,7,2,76.2
897,Female,20,4.6,97.4,81.6,10,6.7,3.3,5.9,No,High,Graduate,20.9,6,9,69.0
898,Female,19,7.9,65.2,75.6,4,8.3,7.3,1.7,Yes,High,Graduate,8.0,1,9,64.0
899,Male,18,3.5,92.1,69.1,3,8.8,2.3,0.6,No,Medium,High School,13.2,5,2,54.2
900,Male,24,3.2,73.1,79.0,9,6.0,3.6,2.5,Yes,Medium,Graduate,11.2,10,10,62.0
901,Female,17,2.4,76.3,85.3,17,8.0,4.0,4.3,No,Low,Graduate,8.3,6,8,66.1
902,Male,22,1.2,66.0,87.3,20,8.7,4.2,5.4,No,High,Postgraduate,25.8,4,10,57.0
903,Male,24,2.1,73.5,35.6,4,7.2,5.7,0.7,No,High,Postgraduate,12.3,9,8,33.3
904,Male,21,7.4,84.4,38.1,18,5.0,4.6,1.6,No,Medium,High School,20.9,8,5,80.3
905,Male,20,7.8,58.5,65.4,7,4.5,6.4,5.7,No,High,Postgraduate,25.5,3,7,57.1
906,Female,22,2.2,75.0,79.1,3,5.0,2.0,5.3,No,Low,Postgraduate,16.2,10,10,42.4
907,Female,24,5.7,83.6,41.7,15,4.7,4.1,5.1,No,High,High School,27.3,2,2,58.7
908,Female,18,7.1,60.4,45.2,18,5.3,2.4,4.8,Yes,High,Graduate,4.4,9,6,73.6
909,Male,21,0.8,64.1,53.9,12,4.6,1.4,5.6,Yes,Medium,High School,26.0,2,9,32.9
910,Male,19,6.5,63.5,64.9,15,5.5,2.2,4.1,Yes,Medium,Postgraduate,29.7,9,2,75.4
911,Female,17,1.0,62.4,74.5,13,8.3,3.5,2.0,No,Medium,High School,6.6,5,7,41.9
912,Male,20,5.9,71.8,63.3,7,7.9,1.9,4.5,No,Medium,High School,13.5,9,7,65.9
913,Female,21,0.7,58.0,40.3,4,8.0,1.3,2.3,No,Medium,Graduate,15.8,5,8,27.0
914,Male,24,3.4,94.2,78.4,17,8.7,5.2,4.8,No,High,Postgraduate,18.9,10,3,76.3
915,Female,21,1.0,83.3,93.9,9,7.2,2.6,6.5,Yes,Medium,Postgraduate,20.6,6,4,55.3
916,Female,22,2.6,81.9,77.2,6,8.0,7.2,1.4,Yes,Medium,Postgraduate,16.1,5,4,56.1
917,Female,24,1.4,87.5,53.4,7,5.4,6.5,5.9,No,High,Graduate,16.6,3,8,35.0
918,Female,21,1.6,82.3,50.9,12,8.2,7.9,0.5,No,Low,Graduate,2.5,4,5,50.2
919,Male,17,3.7,99.2,72.5,15,6.5,3.2,1.4,Yes,Medium,High School,16.9,2,6,65.6
920,Female,21,2.5,90.3,93.3,13,5.4,7.2,4.2,No,Low,High School,7.4,1,2,61.7
921,Female,20,5.0,88.8,93.5,11,8.3,2.1,4.1,Yes,Low,High School,17.6,6,4,72.5
922,Male,20,5.1,98.8,86.0,3,4.9,6.9,1.9,No,Low,High School,7.9,8,10,60.6
923,Female,23,2.8,81.1,72.8,12,6.5,2.6,6.0,Yes,High,Graduate,6.9,7,8,55.2
924,Male,18,5.5,74.6,90.1,10,5.9,4.5,4.5,No,Low,Graduate,7.0,8,10,66.1
925,Male,24,2.9,73.2,50.7,9,8.5,3.7,6.2,Yes,Medium,Postgraduate,11.0,1,10,33.8
926,Male,20,3.4,77.1,80.6,13,4.9,2.8,2.0,Yes,Low,Graduate,11.6,6,5,63.3
927,Female,19,6.2,59.0,92.7,2,7.3,4.9,2.1,No,Medium,High School,7.6,9,5,69.2
928,Female,19,2.8,78.4,49.6,2,7.3,5.0,5.6,Yes,Low,High School,18.5,3,5,39.0
929,Male,20,1.1,89.8,51.9,5,6.9,6.5,4.1,Yes,Medium,High School,23.2,6,3,40.2
930,Female,21,4.3,55.9,66.8,1,6.3,2.2,3.5,No,Low,Graduate,6.1,3,4,50.5
931,Female,23,1.3,66.2,75.3,1,4.8,3.6,0.5,No,High,Postgraduate,11.3,8,9,41.3
932,Male,18,5.0,87.3,82.2,8,6.9,3.9,3.8,No,Medium,High School,18.5,8,3,76.3
933,Male,21,3.6,71.9,58.5,10,6.7,6.3,1.9,No,Low,High School,1.5,3,8,51.9
934,Male,19,2.2,74.8,65.7,14,7.7,3.6,1.8,Yes,Medium,Graduate,2.5,3,7,54.2
935,Female,18,4.0,72.4,76.2,13,4.9,3.1,5.8,No,Medium,High School,10.0,9,8,58.4
936,Female,22,4.3,55.5,41.4,17,5.7,1.2,1.9,No,Medium,Postgraduate,10.5,9,6,54.4
937,Male,23,3.3,91.1,71.9,14,7.9,4.0,3.8,No,High,Postgraduate,13.8,9,10,62.8
938,Male,20,5.9,67.0,44.0,6,4.9,3.7,3.1,No,High,High School,13.1,1,1,52.1
939,Female,18,6.7,61.8,69.5,8,9.0,2.5,6.9,Yes,Medium,High School,27.8,3,1,64.0
940,Female,22,4.2,58.6,64.0,10,7.3,7.9,6.0,Yes,High,Postgraduate,25.2,5,10,49.3
941,Female,17,4.9,85.7,85.8,7,5.5,1.2,3.6,No,Medium,High School,24.9,6,9,61.6
942,Female,23,4.7,93.0,48.8,7,6.6,2.1,1.1,No,Medium,High School,8.0,9,9,56.0
943,Male,22,5.2,97.7,76.8,10,8.7,1.4,3.1,No,Low,Graduate,7.8,7,3,74.2
944,Female,19,7.1,77.1,95.4,18,5.5,4.0,2.0,No,High,Graduate,25.7,4,10,83.5
945,Male,17,1.3,58.7,81.5,4,6.9,4.4,1.1,Yes,Medium,Graduate,20.7,3,1,40.0
946,Male,17,7.4,86.5,77.0,2,4.7,7.3,2.6,Yes,Low,Graduate,24.9,1,10,55.2
947,Male,18,4.2,67.0,53.4,16,4.8,5.3,1.4,No,High,High School,21.0,8,10,60.5
948,Male,21,0.7,93.3,76.9,15,8.1,3.5,3.8,No,Low,High School,14.4,5,7,52.2
949,Female,20,5.8,56.7,38.7,3,5.2,8.0,1.3,No,Medium,Graduate,4.6,2,5,47.4
950,Male,22,5.3,97.4,69.8,18,5.9,6.0,6.3,Yes,Low,High School,25.4,1,6,65.1
951,Female,23,6.5,72.5,86.2,14,7.5,3.8,5.1,No,High,Postgraduate,6.3,6,8,71.0
952,Female,21,7.0,62.4,50.8,2,6.7,7.9,1.5,Yes,High,High School,13.1,3,4,56.0
953,Female,21,6.3,83.4,79.8,19,6.2,1.0,3.6,No,High,Postgraduate,18.8,9,4,84.4
954,Female,17,5.1,74.6,94.8,1,6.5,6.0,4.1,No,High,Postgraduate,29.0,9,8,59.7
955,Female,21,1.0,92.3,61.3,14,8.6,5.3,2.0,Yes,Low,Postgraduate,27.2,6,10,44.0
956,Male,21,2.4,66.9,68.4,1,5.5,6.8,2.1,No,Low,Postgraduate,26.2,1,7,31.2
957,Male,20,6.0,89.5,84.6,19,7.5,4.5,4.3,No,High,Postgraduate,10.5,9,9,80.7
958,Female,19,4.6,64.0,78.2,2,6.0,2.7,3.6,No,High,Graduate,13.1,2,3,57.9
959,Male,18,7.3,64.2,45.3,3,7.9,3.0,7.0,Yes,Low,High School,23.6,9,2,59.9
960,Female,21,6.5,97.5,95.8,3,7.9,3.4,3.8,Yes,Medium,High School,11.2,9,8,76.5
961,Female,19,3.4,63.5,94.5,0,8.6,5.3,6.8,Yes,Medium,Postgraduate,11.2,2,2,47.0
962,Female,18,3.1,72.5,82.7,3,8.1,6.4,3.1,Yes,High,Graduate,17.2,3,4,52.3
963,Female,17,3.9,69.5,58.2,1,4.7,2.3,4.2,No,Medium,High School,4.9,1,6,41.2
964,Male,22,1.2,78.4,83.3,18,5.1,4.5,7.0,Yes,Medium,Postgraduate,24.8,6,2,62.4
965,Female,18,2.7,93.6,38.5,9,7.5,8.0,5.0,No,Low,Graduate,9.9,7,3,49.3
966,Male,22,2.7,56.0,96.8,10,5.3,1.7,1.4,Yes,Low,Graduate,23.3,9,10,58.1
967,Male,21,2.9,60.6,71.3,18,8.1,2.6,2.3,No,Low,Graduate,22.8,9,9,64.3
968,Female,17,0.8,96.3,61.5,10,5.7,1.4,0.9,No,Medium,Graduate,16.7,10,1,53.9
969,Male,24,2.5,81.6,70.4,7,4.9,2.2,4.7,Yes,High,Postgraduate,4.7,10,2,61.2
970,Male,24,6.0,92.0,78.0,7,9.0,1.0,3.9,Yes,Low,Graduate,7.1,5,10,67.8
971,Male,23,5.5,63.7,68.3,11,5.1,7.8,3.2,No,High,Postgraduate,15.4,10,5,67.4
972,Male,19,7.8,73.2,47.0,8,7.6,5.0,5.8,Yes,Low,High School,22.6,10,2,79.5
973,Male,23,6.0,85.8,43.4,6,5.7,1.8,0.5,Yes,Medium,High School,14.0,4,2,64.1
974,Male,20,1.6,84.2,42.8,11,6.0,3.9,4.8,No,Medium,High School,26.2,5,8,42.0
975,Male,24,6.9,84.8,65.9,8,6.5,2.8,3.3,No,Low,Graduate,4.2,3,1,75.2
976,Male,24,2.7,67.8,46.2,0,6.6,6.3,0.9,Yes,High,Graduate,25.3,8,6,37.5
977,Male,18,7.7,67.1,65.3,14,8.6,1.1,2.0,No,High,Graduate,16.1,8,7,74.4
978,Female,20,5.7,67.2,76.5,9,7.9,1.1,4.2,Yes,High,Graduate,29.3,2,4,67.4
979,Female,21,0.5,98.1,55.6,17,6.4,3.4,3.6,No,High,High School,19.2,3,2,54.4
980,Female,22,5.5,98.2,70.6,11,4.9,4.3,1.8,No,Low,Postgraduate,10.7,4,6,63.5
981,Male,18,2.2,98.1,36.0,2,5.0,7.3,2.0,No,High,High School,7.4,1,4,34.7
982,Male,22,2.1,71.7,37.3,0,8.6,3.9,6.9,Yes,High,High School,3.7,10,8,37.3
983,Male,23,2.4,81.9,82.0,7,4.7,5.8,4.0,No,Low,High School,15.6,1,8,48.9
984,Male,21,2.2,80.9,35.0,11,8.7,6.3,4.1,Yes,Low,High School,7.8,3,1,48.3
